calm_window,calm_percentile,sigma,tick,ofi,impact,fold,n,n_wins,sum_net,sum_sq,net_mean_pct,win_rate,sd_net_pct,t_stat
3600,40.0,4.0,20.0,0.8,5.0,0,1,1,2.4535292328960447,6.019805696675454,2.4535292328960447,1.0,0.0,
7200,40.0,5.0,20.0,0.6,3.0,1,4,4,5.538394034376068,9.353693971326843,1.384598508594017,1.0,0.7494980211945724,3.6947355948644196
3600,25.0,5.0,20.0,0.8,5.0,0,1,1,2.4535292328960447,6.019805696675454,2.4535292328960447,1.0,0.0,
1800,25.0,6.0,5.0,0.6,2.0,7,40,39,60.49496067220534,103.57344500436955,1.5123740168051334,0.975,0.5566022917501164,17.1847893479716
7200,25.0,6.0,5.0,0.4,3.0,5,51,50,83.63177353124051,147.46510254610504,1.6398386966909904,0.9803921568627451,0.45436734118287053,25.773838974180187
7200,40.0,3.0,20.0,0.8,2.0,2,1,1,3.055541984034897,9.336336816199914,3.055541984034897,1.0,0.0,
7200,25.0,5.0,10.0,0.6,2.0,7,29,29,41.9526887781635,63.401307558471416,1.4466444406263275,1.0,0.31114325870286574,25.03804441264575
1800,25.0,3.0,20.0,0.4,3.0,3,1,1,1.7859351689322631,3.189564427629111,1.7859351689322631,1.0,0.0,
1800,40.0,5.0,10.0,0.8,3.0,0,42,42,63.230378607095176,101.14716851502192,1.5054852049308376,1.0,0.3811013891042512,25.601216677216623
7200,25.0,5.0,5.0,0.4,2.0,0,32,32,57.74928892179653,110.30723912783402,1.8046652788061415,1.0,0.4431959638995971,23.03434435977533
7200,15.0,3.0,10.0,0.4,5.0,7,15,15,20.151616777283188,28.549946805702785,1.343441118485546,1.0,0.32485559683577253,16.016732139403995
3600,25.0,5.0,10.0,0.6,3.0,1,42,41,56.92975779417131,86.6323957214132,1.3554704236707456,0.9761904761904762,0.4804924507585656,18.282185966299593
7200,40.0,4.0,10.0,0.4,5.0,2,33,33,53.085138342187086,90.89714374546872,1.608640555823851,1.0,0.41466241151337746,22.28544520099031
1800,25.0,3.0,5.0,0.8,2.0,2,38,38,57.655765470877256,93.54739638126446,1.5172569860757172,1.0,0.40499527634992516,23.094097035804563
7200,40.0,4.0,10.0,0.4,5.0,1,58,57,82.98393552962533,133.54626902687042,1.4307575091314713,0.9827586206896551,0.5098396743280148,21.372060880546424
3600,25.0,4.0,10.0,0.8,2.0,4,33,33,49.787806780621594,82.08746222260218,1.5087214175945938,1.0,0.4667551485260047,18.568503693886814
7200,40.0,4.0,10.0,0.4,2.0,6,51,51,77.61761824466736,125.59351262361992,1.5219140832287716,1.0,0.3864237650659238,28.126221734616898
3600,25.0,4.0,5.0,0.6,3.0,6,46,46,79.52027285960693,145.63016027773392,1.7287015839044986,1.0,0.4259196229027653,27.527786826267633
7200,15.0,3.0,10.0,0.8,2.0,5,20,19,26.66644159564783,42.786854060099756,1.3333220797823915,0.95,0.6169491445131616,9.66497427805809
7200,25.0,6.0,20.0,0.4,3.0,8,3,3,4.244558938207346,6.964452707023503,1.4148529794024487,1.0,0.6924687166405227,3.5389284550704225
7200,40.0,5.0,5.0,0.4,5.0,7,51,51,85.13873799319053,147.8471585461789,1.669387019474324,1.0,0.3381613368178315,35.2547929674665
7200,40.0,6.0,20.0,0.6,3.0,5,2,1,0.2190560029440669,3.087875499681058,0.10952800147203345,0.5,1.7503950221216187,0.08849201647844251
1800,25.0,5.0,10.0,0.6,3.0,7,33,32,47.13130968172882,77.01812245396968,1.428221505506934,0.9696969696969697,0.5506862872764252,14.898696592020032
1800,15.0,4.0,10.0,0.4,5.0,0,21,21,34.62812660095419,62.32619023068836,1.648958409569247,1.0,0.5111677642622039,14.782772424219162
3600,40.0,3.0,20.0,0.6,2.0,8,2,2,2.0385300375000144,2.0978891962675092,1.0192650187500072,1.0,0.14172804723344057,10.170593903650547
3600,25.0,3.0,5.0,0.8,3.0,3,51,51,74.24390889401121,112.93920499123297,1.455762919490416,1.0,0.31169457567647013,33.35389034571578
3600,15.0,3.0,5.0,0.4,5.0,8,26,26,48.37309316766143,91.31390191201326,1.8605035833715935,1.0,0.22939823319382638,41.35491343869847
1800,25.0,3.0,10.0,0.6,5.0,4,39,39,58.165235570708816,94.79399730392143,1.4914162966848414,1.0,0.4601320483597323,20.241780203699186
7200,25.0,5.0,5.0,0.8,3.0,8,50,49,67.45605188929537,102.28508664494544,1.3491210377859073,0.98,0.47976839470045773,19.88402414576429
7200,25.0,5.0,20.0,0.6,2.0,5,2,2,1.6814785352761055,1.9267795078253482,0.8407392676380527,1.0,0.716306132549631,1.6598837015135788
7200,40.0,5.0,10.0,0.8,5.0,6,43,43,62.78951539044644,98.49899468174671,1.4602212881499173,1.0,0.4027408370273898,23.775367304679254
1800,40.0,4.0,5.0,0.4,3.0,2,62,62,109.51431819981009,209.14794739711417,1.766359970964679,1.0,0.5074242167673745,27.40967391804902
1800,25.0,3.0,5.0,0.6,5.0,3,59,58,96.52508158396179,170.6474966477908,1.6360183319315558,0.9830508474576272,0.46850263468953923,26.822677874754216
1800,25.0,3.0,10.0,0.6,2.0,1,47,46,65.9707578131189,102.59844042527851,1.4036331449599764,0.9787234042553191,0.46624536740110295,20.638969736383235
7200,15.0,6.0,20.0,0.8,2.0,4,1,1,2.0159342379870866,4.063990851888575,2.0159342379870866,1.0,0.0,
7200,40.0,4.0,10.0,0.6,2.0,4,51,51,77.35970064523167,126.67685113215416,1.5168568753966993,1.0,0.43204762075039893,25.072525091503277
3600,40.0,4.0,10.0,0.4,5.0,0,55,55,86.41601583985043,143.21565495181838,1.5712002879972806,1.0,0.37115400558827166,31.39487388880793
1800,40.0,5.0,5.0,0.6,3.0,1,77,76,119.87906092583847,199.22116277825955,1.5568709211147853,0.987012987012987,0.4069291088570389,33.572154439676915
1800,40.0,3.0,5.0,0.8,3.0,3,68,67,94.88071211995805,145.14941247275212,1.395304589999383,0.9852941176470589,0.4364360299052672,26.36348885185003
3600,40.0,6.0,5.0,0.4,3.0,5,84,83,141.96248247543332,269.6929535686866,1.690029553278968,0.9880952380952381,0.5989163178302412,25.862338774374333
7200,25.0,6.0,5.0,0.8,5.0,2,24,24,37.26370180577956,62.093502582390194,1.5526542419074818,1.0,0.429147684343051,17.724484033803925
7200,15.0,4.0,5.0,0.4,3.0,6,29,29,55.795403628678756,113.28550273156463,1.9239794354716813,1.0,0.4604459622453265,22.501981112025202
3600,40.0,3.0,10.0,0.6,3.0,2,46,46,71.85379005679256,118.8778234930306,1.5620389142780993,1.0,0.3841124628702691,27.58114976002463
1800,25.0,5.0,10.0,0.6,2.0,2,34,34,53.96686996846964,91.3150373330245,1.5872608814255775,1.0,0.4139805199300705,22.356708585528825
1800,15.0,5.0,10.0,0.6,3.0,0,21,21,34.477442737682495,61.846120807733634,1.6417829875086902,1.0,0.5119395407761287,14.696256521899295
1800,40.0,4.0,10.0,0.6,3.0,7,46,44,60.2051032832055,103.16920625411304,1.3088065931131632,0.9565217391304348,0.7359403680249994,12.06179003661055
7200,25.0,3.0,20.0,0.4,2.0,0,1,1,2.4535292328960447,6.019805696675454,2.4535292328960447,1.0,0.0,
3600,40.0,3.0,10.0,0.6,2.0,2,46,46,71.85379005679256,118.8778234930306,1.5620389142780993,1.0,0.3841124628702691,27.58114976002463
1800,15.0,5.0,10.0,0.6,2.0,3,23,23,36.60685399428585,59.237003096276,1.5916023475776455,1.0,0.21035125834687857,36.287193007917026
1800,40.0,4.0,5.0,0.4,5.0,1,77,76,132.1085659481566,238.6995134140607,1.7156956616643715,0.987012987012987,0.39804489214069966,37.822789911310736
3600,40.0,6.0,5.0,0.4,2.0,3,79,78,133.1193763187383,239.25662145707113,1.6850553964397252,0.9873417721518988,0.4376964470382178,34.218006723265304
7200,40.0,5.0,20.0,0.8,3.0,2,1,1,3.055541984034897,9.336336816199914,3.055541984034897,1.0,0.0,
1800,15.0,6.0,5.0,0.4,2.0,5,34,34,61.8902125059599,123.15665302739941,1.82030036782235,1.0,0.5640190314379098,18.818662646687276
1800,25.0,4.0,10.0,0.8,2.0,6,37,37,55.35200394004548,89.44823289257904,1.4960001064877155,1.0,0.4295226389054408,21.18587606058395
3600,15.0,6.0,5.0,0.4,3.0,6,24,24,46.01441570065634,93.8430870063256,1.917267320860681,1.0,0.4943661508286698,18.99938589545224
1800,25.0,5.0,5.0,0.6,5.0,0,42,42,71.27460246475482,128.9844937054193,1.6970143443989243,1.0,0.4425665426444701,24.850296775287564
3600,40.0,3.0,20.0,0.6,3.0,5,4,3,4.601521600867791,20.98814442271142,1.1503804002169478,0.75,2.2872577585322706,1.0059035943156183
1800,15.0,6.0,10.0,0.6,5.0,3,23,23,36.60685399428585,59.237003096276,1.5916023475776455,1.0,0.21035125834687857,36.287193007917026
3600,25.0,5.0,5.0,0.8,5.0,1,41,40,55.965886750611915,85.25219421297699,1.3650216280637053,0.975609756097561,0.4705727458275649,18.57396789077445
1800,25.0,5.0,10.0,0.8,2.0,8,33,33,47.83407729022543,71.76277037874426,1.449517493643195,1.0,0.2753655839448844,30.239232986910867
1800,15.0,6.0,5.0,0.8,2.0,2,25,25,36.63963984715235,55.82076424509447,1.465585593886094,1.0,0.29736593057019767,24.642796016945198
7200,40.0,3.0,10.0,0.6,5.0,6,51,51,77.28605440776305,124.62503773288493,1.5154128315247657,1.0,0.38742119677270176,27.93397048530342
7200,40.0,6.0,5.0,0.6,2.0,2,49,49,80.98207062995854,149.75273387415587,1.6526953189787457,1.0,0.575797360601244,20.09190736958412
3600,25.0,4.0,10.0,0.4,2.0,1,42,41,57.17538153117848,87.31525748892021,1.361318607885202,0.9761904761904762,0.4808870537640103,18.34599795641624
3600,25.0,6.0,20.0,0.4,3.0,0,1,1,2.4535292328960447,6.019805696675454,2.4535292328960447,1.0,0.0,
1800,15.0,3.0,10.0,0.8,2.0,7,12,11,15.194523457559445,26.034801927583384,1.2662102881299537,0.9166666666666666,0.7859759424024548,5.580681122131652
1800,25.0,6.0,10.0,0.6,3.0,7,33,32,46.62849589536033,75.4247929315773,1.4129847241018283,0.9696969696969697,0.5459922310455851,14.866473925205934
7200,40.0,5.0,20.0,0.8,3.0,4,3,3,4.919556733580376,8.997443146848726,1.639852244526792,1.0,0.6819446440914585,4.16501167511969
3600,15.0,5.0,5.0,0.4,2.0,8,26,26,48.18944722394964,90.8311586659199,1.853440277844217,1.0,0.2461622403215779,38.392273858331755
7200,25.0,3.0,10.0,0.4,2.0,5,43,42,60.124784568110094,95.22460917380609,1.3982508039095372,0.9767441860465116,0.5153611959577571,17.791296201788924
7200,40.0,4.0,5.0,0.6,5.0,2,49,49,82.13931497007073,153.92097846026545,1.6763125504096068,1.0,0.5814818335849685,20.179801285490374
7200,15.0,4.0,10.0,0.4,3.0,1,28,28,40.36040883700451,59.881635966385865,1.441443172750161,1.0,0.25124874784139367,30.35796354723586
1800,25.0,6.0,5.0,0.4,2.0,0,42,42,76.01065642870783,144.87919430154494,1.8097775340168532,1.0,0.42244399112076897,27.763914663930482
7200,15.0,3.0,5.0,0.4,2.0,4,27,27,48.53921281617672,95.04879523852689,1.7977486228213602,1.0,0.5472832287909584,17.06863168916652
7200,15.0,6.0,5.0,0.8,5.0,2,16,16,26.347523402292754,46.558538765949166,1.6467202126432972,1.0,0.45982166298840926,14.324859789694651
3600,25.0,3.0,10.0,0.8,2.0,5,36,36,51.70912734065642,77.01878158726502,1.4363646483515673,1.0,0.28008259384059525,30.770165942601608
7200,40.0,6.0,10.0,0.8,5.0,7,32,32,45.29790207116671,65.96271507566331,1.4155594397239597,1.0,0.2436842350740103,32.86061336540507
3600,15.0,6.0,5.0,0.4,5.0,0,17,17,34.3659993761851,73.59006206419254,2.021529375069712,1.0,0.5073327816635103,16.429017481132295
7200,15.0,4.0,10.0,0.8,2.0,1,27,27,37.402520697798565,53.277048552471776,1.3852785443629099,1.0,0.23730369415272395,30.332938937656337
3600,40.0,5.0,5.0,0.6,2.0,8,73,73,121.42303807294256,208.46969604576452,1.663329288670446,1.0,0.3005365687606016,47.28706303763348
1800,40.0,3.0,20.0,0.6,2.0,1,2,2,2.738486878430358,4.128364031179241,1.369243439215179,1.0,0.6153932397350633,3.146610194746597
3600,40.0,5.0,10.0,0.4,3.0,7,50,49,69.92677550038898,108.19746147106727,1.3985355100077796,0.98,0.46075321725722423,21.462985082198735
7200,25.0,4.0,10.0,0.4,2.0,5,43,42,60.03666425689428,94.88545725815219,1.3962014943463785,0.9767441860465116,0.5132106433569661,17.83966405456406
7200,15.0,3.0,10.0,0.8,3.0,4,18,18,27.13758928318785,46.965218767532676,1.5076438490659916,1.0,0.5966277392071966,10.720908056055313
1800,15.0,5.0,5.0,0.4,5.0,4,33,33,58.440359586450114,112.15831367788485,1.7709199874681854,1.0,0.520369844780264,19.549866142441708
7200,25.0,4.0,20.0,0.6,5.0,5,2,2,1.6849941923904703,1.9291419743683353,0.8424970961952352,1.0,0.713820187563737,1.669146993118439
3600,25.0,4.0,10.0,0.8,2.0,5,36,36,51.70912734065642,77.01878158726502,1.4363646483515673,1.0,0.28008259384059525,30.770165942601608
3600,25.0,4.0,20.0,0.6,3.0,7,1,1,0.773794842577262,0.5987584583991697,0.773794842577262,1.0,0.0,
3600,40.0,6.0,10.0,0.8,3.0,0,48,48,71.42194239738512,112.54974358878135,1.4879571332788568,1.0,0.3654479887306069,28.20885525489465
3600,40.0,3.0,20.0,0.8,3.0,5,2,2,4.964346868377996,14.898498687201315,2.482173434188998,1.0,1.6050323275292953,2.187073291038253
7200,25.0,3.0,10.0,0.4,5.0,6,31,31,49.21902793434367,83.66350133106388,1.5877105785272152,1.0,0.42887177628750284,20.61221760530587
1800,25.0,5.0,5.0,0.6,3.0,6,56,56,93.31012206234517,164.88709890323724,1.6662521796847352,1.0,0.4136072935484469,30.1471703888863
3600,40.0,6.0,5.0,0.8,5.0,2,49,49,72.39793462466224,114.01813718189166,1.4775088698910661,1.0,0.3832304194867537,26.98784220492954
1800,40.0,4.0,20.0,0.8,2.0,3,1,1,1.4881398683696416,2.214560267831214,1.4881398683696416,1.0,0.0,
3600,25.0,3.0,20.0,0.8,2.0,2,1,1,1.3768817616902083,1.8958033856751315,1.3768817616902083,1.0,0.0,
1800,25.0,4.0,10.0,0.6,5.0,7,33,32,47.13130968172882,77.01812245396968,1.428221505506934,0.9696969696969697,0.5506862872764252,14.898696592020032
7200,40.0,6.0,10.0,0.6,2.0,6,51,51,76.15913743526363,121.05836471589797,1.4933164202992868,1.0,0.38284916685265713,27.855388649283555
7200,40.0,6.0,10.0,0.6,5.0,7,39,39,55.34269269255978,82.07427480226728,1.4190434023733276,1.0,0.305243296720043,29.0323270082805
3600,40.0,5.0,10.0,0.4,2.0,3,63,61,94.44526625178774,155.15776033880306,1.4991312103458372,0.9682539682539683,0.46786946813713925,25.432275252043745
7200,25.0,6.0,5.0,0.4,3.0,1,46,45,75.42361056195939,132.40773021618958,1.6396437078686825,0.9782608695652174,0.44070352174512356,25.233754968611173
1800,40.0,5.0,5.0,0.6,5.0,4,65,65,108.2308477243606,193.1867424667334,1.6650899649901632,1.0,0.4502194606960122,29.81742382060254
7200,15.0,3.0,10.0,0.4,2.0,1,28,28,40.48126756359964,60.282939575107555,1.4457595558428442,1.0,0.25507879410113493,29.991675739526684
3600,15.0,5.0,5.0,0.6,3.0,4,25,25,42.68837297398334,81.77968909880317,1.7075349189593336,1.0,0.6085433979377425,14.02968896504259
7200,15.0,4.0,10.0,0.4,3.0,0,13,13,20.331175274703746,32.432187947786296,1.5639365595925958,1.0,0.23013033194838237,24.502869349915276
1800,40.0,5.0,20.0,0.8,3.0,2,2,2,3.6994333711470415,9.750932934597115,1.8497166855735208,1.0,1.7052944909366632,1.533983975899117
1800,40.0,4.0,5.0,0.4,5.0,7,56,54,87.87918226062605,165.29984592589423,1.5692711117968938,0.9642857142857143,0.7057373175488778,16.6398310002904
3600,25.0,5.0,5.0,0.8,5.0,0,25,25,39.97896587401314,70.07425627422224,1.5991586349605256,1.0,0.5058634441889902,15.806228472629869
7200,15.0,3.0,10.0,0.4,5.0,0,13,13,20.331175274703746,32.432187947786296,1.5639365595925958,1.0,0.23013033194838237,24.502869349915276
3600,15.0,5.0,5.0,0.8,5.0,6,21,21,32.86157436879205,57.47685746811384,1.5648368747043833,1.0,0.5501751600621216,13.034000713120655
7200,40.0,4.0,5.0,0.4,2.0,7,51,51,86.55065486324888,152.67462525888286,1.697071663985272,1.0,0.34035162379792183,35.60880859394608
7200,15.0,4.0,10.0,0.6,3.0,4,23,23,33.77230415963388,56.261622481616534,1.4683610504188644,1.0,0.5506890919034221,12.787637011045735
7200,40.0,6.0,5.0,0.4,3.0,2,49,49,85.4467038539045,164.2843140639946,1.7438102827327449,1.0,0.5642375618540522,21.633923021747776
7200,25.0,3.0,20.0,0.4,3.0,6,1,1,2.210490872154681,4.886269895879162,2.210490872154681,1.0,0.0,
3600,25.0,3.0,10.0,0.4,2.0,5,43,42,60.26411558729443,95.09728705692423,1.4014910601696378,0.9767441860465116,0.5032671309104089,18.261060389134105
7200,25.0,5.0,10.0,0.6,3.0,6,31,31,49.05199005980579,83.16128469449954,1.5823222599937352,1.0,0.42993134823587087,20.491637853009962
3600,25.0,5.0,5.0,0.6,2.0,2,32,32,54.12749228543873,94.36529227668042,1.6914841339199602,1.0,0.3010464473318922,31.784062877065555
3600,40.0,6.0,5.0,0.6,5.0,1,73,72,116.10665193805596,195.41942900682605,1.5905020813432325,0.9863013698630136,0.3864287601722302,35.16626385125996
3600,25.0,3.0,5.0,0.4,3.0,4,49,49,89.51717678997622,173.5917570194037,1.8268811589791065,1.0,0.4576778647147825,27.941417094364233
7200,15.0,5.0,10.0,0.6,2.0,3,26,26,39.491538350863244,61.13422343926184,1.5189053211870478,1.0,0.21450554270445216,36.105956864264854
7200,15.0,6.0,5.0,0.4,3.0,0,16,16,27.13728269315752,47.084683975073666,1.696080168322345,1.0,0.26554057782217233,25.549092078246193
7200,25.0,3.0,10.0,0.6,3.0,2,22,22,35.53513018664915,62.29571665086854,1.6152331903022341,1.0,0.4829569117959947,15.68693816475225
3600,40.0,4.0,20.0,0.6,5.0,7,2,2,1.7401428135423829,1.5325868593875758,0.8700714067711914,1.0,0.13615562282173865,9.037208733566898
3600,15.0,4.0,10.0,0.8,5.0,3,22,22,32.32769367481159,48.26823156921911,1.469440621582345,1.0,0.1908134568205941,36.12055231552567
3600,40.0,4.0,5.0,0.4,2.0,6,75,75,133.89157445662244,250.83594306641956,1.7852209927549658,1.0,0.39949112213933285,38.70040272273816
7200,15.0,4.0,10.0,0.8,5.0,8,27,27,37.04638639686783,52.74822337088096,1.372088385069179,1.0,0.2715558369380875,26.25456505238122
3600,15.0,6.0,5.0,0.6,5.0,2,20,20,33.5248466945557,58.42765232994221,1.6762423347277848,1.0,0.3427355152814138,21.87221131219338
7200,40.0,4.0,10.0,0.8,5.0,1,54,53,74.27018107480924,113.51035715178955,1.3753737236075787,0.9814814814814815,0.46299072189896945,21.829576722309056
7200,25.0,4.0,5.0,0.4,5.0,1,46,45,79.33525940508886,144.98258466778205,1.7246795522845404,0.9782608695652174,0.4256938126722728,27.47830832990728
7200,25.0,3.0,10.0,0.8,3.0,6,29,29,43.41574084520867,70.99883097047861,1.497094511903747,1.0,0.46296264971537093,17.414149248140944
1800,40.0,5.0,20.0,0.4,3.0,2,2,2,4.13858879891376,12.627506118450116,2.06929439945688,1.0,2.01582427190539,1.4517258498373498
1800,25.0,4.0,10.0,0.8,5.0,3,46,45,64.58525107131048,101.25341316410962,1.4040271972024017,0.9782608695652174,0.4847442423437598,19.644536076730088
1800,25.0,4.0,5.0,0.8,2.0,2,38,38,57.655765470877256,93.54739638126446,1.5172569860757172,1.0,0.40499527634992516,23.094097035804563
7200,40.0,3.0,10.0,0.4,2.0,4,52,52,79.60500315254762,131.63328228750416,1.5308654452413004,1.0,0.4376571693698929,25.223459113443788
7200,15.0,3.0,10.0,0.8,2.0,8,27,27,37.04638639686783,52.74822337088096,1.372088385069179,1.0,0.2715558369380875,26.25456505238122
3600,15.0,6.0,5.0,0.8,5.0,3,25,25,36.01297498455115,53.527454499411654,1.440518999382046,1.0,0.2622085532783161,27.468955176550544
7200,15.0,5.0,5.0,0.6,2.0,7,16,16,25.32931482023462,42.097260519055254,1.5830821762646639,1.0,0.36504553963813186,17.346681488933864
1800,40.0,5.0,10.0,0.8,5.0,5,50,50,74.20682383836612,119.18983211189104,1.4841364767673224,1.0,0.4299211609815151,24.41012590616833
1800,40.0,4.0,10.0,0.4,2.0,4,52,52,78.04958319858548,126.06520359543543,1.5009535230497209,1.0,0.41812857392490577,25.885649663426353
1800,25.0,3.0,5.0,0.8,2.0,6,47,47,70.62589450299436,116.34919658607944,1.5026786064466884,1.0,0.47138039322244296,21.854633008354803
7200,40.0,6.0,10.0,0.4,3.0,4,51,51,76.766639757425,124.7464739800294,1.5052282305377451,1.0,0.4288393791067247,25.066447254444643
7200,40.0,6.0,20.0,0.8,3.0,2,1,1,3.055541984034897,9.336336816199914,3.055541984034897,1.0,0.0,
1800,40.0,6.0,10.0,0.8,2.0,3,55,54,78.31124087198226,122.79906067874902,1.4238407431269502,0.9818181818181818,0.45737425473691895,23.087188348887402
3600,40.0,6.0,20.0,0.6,5.0,1,1,1,1.804392172128201,3.2558311108375273,1.804392172128201,1.0,0.0,
1800,40.0,6.0,20.0,0.4,5.0,3,2,2,1.9269360793758465,3.2094456843750305,0.9634680396879233,1.0,1.1631441687834105,1.171436529716551
3600,15.0,4.0,10.0,0.6,2.0,8,23,23,34.678534876432586,53.84738267235787,1.5077623859318516,1.0,0.2663210798374204,27.15134072200152
7200,25.0,5.0,10.0,0.8,5.0,3,37,37,54.5200097735743,81.95724050557726,1.4735137776641702,1.0,0.2122141833299501,42.23579335749719
7200,25.0,5.0,10.0,0.4,5.0,3,40,40,61.99142879313762,98.10352260306689,1.5497857198284406,1.0,0.2281526427692198,42.96117459238676
1800,40.0,6.0,10.0,0.6,5.0,2,45,45,69.6526011533717,114.26845127951407,1.5478355811860378,1.0,0.383099704924001,27.103118585367834
1800,25.0,5.0,10.0,0.8,2.0,4,32,32,48.18067083566979,79.36275917207634,1.5056459636146808,1.0,0.4690321745653509,18.159137537627583
1800,25.0,6.0,5.0,0.4,3.0,7,41,40,66.34737927045049,118.98617585362967,1.6182287626939145,0.975609756097561,0.5390022817397134,19.223888586653686
3600,15.0,4.0,5.0,0.8,3.0,8,25,25,35.080153421839086,51.17010848683863,1.4032061368735633,1.0,0.2847090563809468,24.642808253279508
3600,15.0,5.0,5.0,0.6,2.0,1,21,21,35.84399456335519,62.765118593859164,1.7068568839692948,1.0,0.2814737753715588,27.788737550845013
7200,15.0,6.0,10.0,0.8,2.0,7,10,10,13.874199956984311,19.83422066036381,1.3874199956984312,1.0,0.2549244366747528,17.210618624474062
1800,40.0,6.0,20.0,0.8,2.0,4,1,1,2.0159342379870866,4.063990851888575,2.0159342379870866,1.0,0.0,
7200,15.0,3.0,10.0,0.6,5.0,4,23,23,33.77230415963388,56.261622481616534,1.4683610504188644,1.0,0.5506890919034221,12.787637011045735
3600,25.0,5.0,5.0,0.8,3.0,7,32,32,44.523935711163865,65.5234446492597,1.3913729909738708,1.0,0.33954633152854613,23.180324703221704
3600,25.0,5.0,10.0,0.8,5.0,3,42,42,62.454700955203435,94.95640036051452,1.4870166894096055,1.0,0.22551933063221918,42.73234383612413
3600,15.0,3.0,20.0,0.4,3.0,4,1,1,2.4369517064138564,5.938733619393407,2.4369517064138564,1.0,0.0,
7200,25.0,3.0,5.0,0.8,2.0,0,27,27,42.57573595598959,73.365653715291,1.576879109481096,1.0,0.48946065747089434,16.740271316970784
3600,40.0,3.0,5.0,0.6,5.0,1,74,73,120.49860198069152,209.01156882814436,1.628359486225561,0.9864864864864865,0.41868232989871107,33.45657782017091
1800,25.0,4.0,5.0,0.6,5.0,7,40,39,61.753829160394204,108.02144128443588,1.543845729009855,0.975,0.5702688498926388,17.121990305145893
7200,25.0,6.0,5.0,0.4,3.0,7,32,32,55.33990072537026,98.32948431559042,1.7293718976678207,1.0,0.29106119417589515,33.610817807484615
3600,40.0,6.0,5.0,0.6,5.0,0,63,63,102.96746511795843,177.6935930409172,1.6344042082215624,1.0,0.38943993578493863,33.311122045015395
1800,40.0,5.0,20.0,0.8,3.0,3,1,1,1.4881398683696416,2.214560267831214,1.4881398683696416,1.0,0.0,
7200,25.0,4.0,10.0,0.4,5.0,0,27,27,43.11314657383302,74.7291263903486,1.59678320643826,1.0,0.4758303658844442,17.437157276100354
3600,40.0,6.0,5.0,0.4,3.0,3,79,78,133.1193763187383,239.25662145707113,1.6850553964397252,0.9873417721518988,0.4376964470382178,34.218006723265304
7200,40.0,4.0,20.0,0.8,2.0,6,1,1,2.210490872154681,4.886269895879162,2.210490872154681,1.0,0.0,
7200,15.0,4.0,5.0,0.4,3.0,5,32,31,52.10195904732948,93.98638373874851,1.6281862202290462,0.96875,0.5434267606809106,16.94876440631489
3600,40.0,6.0,10.0,0.8,2.0,6,47,47,70.07159829358265,111.67225983024885,1.4908850700762266,1.0,0.39572608274476234,25.828454415853376
7200,25.0,6.0,10.0,0.6,2.0,7,29,29,41.82608039972655,62.99251906039757,1.4422786344733294,1.0,0.30866399531507904,25.162987139201164
1800,40.0,3.0,5.0,0.6,3.0,5,77,77,126.91112018070879,234.60860767752166,1.648196365983231,1.0,0.5784980620539839,25.00071368187631
3600,40.0,5.0,10.0,0.4,3.0,1,67,66,93.8479002869219,143.99110015687987,1.4007149296555508,0.9850746268656716,0.43583679716155693,26.306511764790677
3600,15.0,5.0,5.0,0.8,5.0,0,15,15,25.874914093536766,49.54657036982144,1.724994272902451,1.0,0.592361602077867,11.278371298577438
3600,40.0,3.0,20.0,0.8,2.0,4,3,3,3.677949371060321,5.446076524246045,1.2259831236867738,1.0,0.6844606144811065,3.1023918900831164
1800,40.0,3.0,5.0,0.6,3.0,6,75,75,125.7615377880824,222.8035169396564,1.6768205038410988,1.0,0.40141627281570486,36.17614063642413
7200,40.0,3.0,10.0,0.6,2.0,5,68,66,94.37935167124766,149.90703227504665,1.3879316422242303,0.9705882352941176,0.5313309635290254,21.54058074846176
1800,15.0,5.0,10.0,0.6,5.0,7,14,13,18.79650560564971,32.52169178032996,1.3426075432606936,0.9285714285714286,0.7486069918518272,6.710567075192522
7200,40.0,4.0,5.0,0.4,3.0,7,51,51,86.55065486324888,152.67462525888286,1.697071663985272,1.0,0.34035162379792183,35.60880859394608
1800,25.0,3.0,5.0,0.8,2.0,4,37,37,58.293718052695866,99.65504148009542,1.5755058933161046,1.0,0.46586076677615684,20.571443009563417
3600,25.0,6.0,5.0,0.4,3.0,2,32,32,58.19324818457065,107.81454562918303,1.8185390057678328,1.0,0.25322780342259393,40.62433099211392
3600,40.0,4.0,10.0,0.6,5.0,0,55,55,85.39753448835252,140.17427333806017,1.552682445242773,1.0,0.37463613633470466,30.736493585503457
1800,25.0,3.0,10.0,0.8,5.0,5,38,38,57.383413796865966,95.14749082505284,1.5100898367596307,1.0,0.4791146353779321,19.42921014741969
3600,25.0,4.0,5.0,0.6,5.0,5,48,47,76.30837638367555,134.88071034670287,1.589757841326574,0.9791666666666666,0.5373075238128099,20.498811059775452
7200,40.0,4.0,20.0,0.4,3.0,1,4,4,5.63479945953194,9.521102393166695,1.408699864882985,1.0,0.7264895401590066,3.878100886558293
7200,40.0,5.0,5.0,0.4,5.0,5,82,80,133.2608747411615,238.1181391823681,1.6251326187946524,0.975609756097561,0.5158182380535024,28.529820541570352
3600,15.0,3.0,10.0,0.6,3.0,3,23,23,37.04401619367343,60.6456820886929,1.6106093997249318,1.0,0.2112991635744627,36.55580647020668
